word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
7613,弓弩麻醉镖,,Anesthetic dart crossbow,gōng nǔ má zuì biāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7614,弓弩论坛,,Crossbow Forum,gōng nǔ lùn tán,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7615,钢珠弓弩专卖网,,Ball crossbow monopoly network,gāng zhū gōng nǔ zhuān mài wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7616,钢珠弓弩专卖店,,Ball crossbow stores,gāng zhū gōng nǔ zhuān mài diàn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7617,打狗弓弩三步倒,,Dog crossbow three steps down,dǎ gǒu gōng nǔ sān bù dào,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7618,麻醉弓弩专卖店,,Anesthesia crossbow stores,má zuì gōng nǔ zhuān mài diàn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7619,出售军刀,,Sabres sale,chū shòu jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7620,出售军刺,,Shanker sale,chū shòu jūn cì,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7621,出售弹簧刀,,Sell ​​switchblade,chū shòu dàn huáng dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7622,出售三棱刀,,Tri knife sale,chū shòu sān léng dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7623,出售跳刀,,Jump knife sale,chū shòu tiào dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7624,军刀网,,Sabres net,jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7625,南方军刀网,,Southern saber Network,nán fāng jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7626,户外军刀网,,Outdoor Sabres net,hù wài jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7627,三棱军刺专卖,,Tri Shanker Monopoly,sān léng jūn cì zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7628,出售开山刀军刺,,Sell ​​machetes Shanker,chū shòu kāi shān dāo jūn cì,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7629,西点军刀网,,West Point saber Network,xī diǎn jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7630,军刀专 卖,,Saber designed to sell,jūn dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7631,戈博军刀,,Gebo saber,gē bó jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7632,阿兰德龙户外,,Alain Delon Outdoor,ā lán dé lóng hù wài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7633,出售军品军刀,,Sell ​​military saber,chū shòu jūn pǐn jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7634,勃朗宁军刀,,Browning Saber,bó lǎng níng jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7635,军刀军品网,,Saber military network,jūn dāo jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7636,阿兰得龙野营刀具网,,Alan was net long camping tool,ā lán dé lóng yě yíng dāo jù wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7637,出售军刺军刀,,Shanker Sabres sale,chū shòu jūn cì jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7638,警用刀具出售,,Police with knives for sale,jǐng yòng dāo jù chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7639,折刀专卖网,,Jackknife monopoly network,zhé dāo zhuān mài wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7640,阳江军品军刀网,,Yangjiang military saber Network,yáng jiāng jūn pǐn jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7641,野营刀专卖,,Camping knife monopoly,yě yíng dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7642,砍刀精品折刀专卖,,Machete knife boutique Monopoly,kǎn dāo jīng pǐn zhé dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7643,匕首蝴蝶甩刀专卖,,Dagger Butterfly flail Monopoly,bǐ shǒu hú dié shuǎi dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7644,军刀专卖军刺,,Saber monopoly Shanker,jūn dāo zhuān mài jūn cì,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7645,军刀专卖刀具批发,,Saber knives wholesale monopoly,jūn dāo zhuān mài dāo jù pī fā,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7646,军刀图片砍刀,,Pictures machete knife,jūn dāo tú piàn kǎn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7647,军刀网军刀专卖,,Saber Saber monopoly network,jūn dāo wǎng jūn dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7648,军刀价格军用刀具,,Prices military saber knives,jūn dāo jià gé jūn yòng dāo jù,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7649,军品军刺网,,Military Army gillnet,jūn pǐn jūn cì wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7650,军刀军刺甩棍,,Saber Shanker rejection stick,jūn dāo jūn cì shuǎi gùn,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7651,阳江刀具批发网,,Yangjiang Tool Wholesale,yáng jiāng dāo jù pī fā wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7652,北方先锋军刀,,Northern Pioneer saber,běi fāng xiān fēng jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7653,正品军刺出售,,Genuine Shanker sale,zhèng pǐn jūn cì chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7654,开山刀砍刀出售,,Jungle knife knifed sale,kāi shān dāo kǎn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7655,仿品军刺出售,,Shanker sell imitation products,fǎng pǐn jūn cì chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7656,军刀直刀专卖,,Saber straight knife monopoly,jūn dāo zhí dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7657,手工猎刀专卖,,Monopoly handmade hunting knife,shǒu gōng liè dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7658,自动跳刀专卖,,Automatic jump knife monopoly,zì dòng tiào dāo zhuān mài,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7659,军刀电棍销售,,Saber electric batons sales,jūn dāo diàn gùn xiāo shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7660,军刀甩棍销售,,Saber rejection stick sales,jūn dāo shuǎi gùn xiāo shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7661,美国军刀出售,,US saber sale,měi guó jūn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7662,极端武力折刀,,Extreme force knife,jí duān wǔ lì zhé dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7663,防卫棍刀户外刀具,,Defense stick knife outdoor knives,fáng wèi gùn dāo hù wài dāo jù,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7664,阿兰德龙野营刀,,Alain Delon camping knife,ā lán dé lóng yě yíng dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7665,仿品军刺网,,Imitation military gillnets,fǎng pǐn jūn cì wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7666,野营砍刀户外军刀,,Machete outdoor camping knife,yě yíng kǎn dāo hù wài jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7667,手工猎刀户外刀具,,Handmade hunting knife outdoor knives,shǒu gōng liè dāo hù wài dāo jù,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7668,中国户外刀具网,,China Outdoor Network Tool,zhōng guó hù wài dāo jù wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7669,西点军品军刀网,,West Point military saber Network,xī diǎn jūn pǐn jūn dāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7670,野营开山刀军刺,,Camping machete Shanker,yě yíng kāi shān dāo jūn cì,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7671,三利达弓弩军刀,,Three LEADER crossbow saber,sān lì dá gōng nǔ jūn dāo,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7672,尼泊尔军刀出售,,Nepal saber sale,ní pō ěr jūn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7673,防卫野营砍刀出售,,Defense camping machete for sale,fáng wèi yě yíng kǎn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7674,防卫著名军刀出售,,Defense famous saber sale,fáng wèi zhe míng jūn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7675,防卫棍刀出售,,Defense stick knife sale,fáng wèi gùn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7676,防卫甩棍出售,,Defense rejection stick for sale,fáng wèi shuǎi gùn chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7677,防卫电棍出售,,Defense electric batons for sale,fáng wèi diàn gùn chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7678,军刺野营砍刀出售,,Shanker camping machete for sale,jūn cì yě yíng kǎn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7679,著名精品折刀出售,,Well-known boutique knife sale,zhe míng jīng pǐn zhé dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7680,战术军刀出售,,Tactical saber sale,zhàn shù jūn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7681,刺刀专卖网,,Bayonet monopoly network,cì dāo zhuān mài wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7682,户外军刀出售,,Outdoor saber sale,hù wài jūn dāo chū shòu,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7683,阳江刀具直销网,,Yangjiang Tool Direct,yáng jiāng dāo jù zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7684,冷钢刀具直销网,,Cold Steel Tool Direct,lěng gāng dāo jù zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7685,防卫刀具直销网,,Defense Tool Direct,fáng wèi dāo jù zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7686,极端武力直销网,,Direct extreme force,jí duān wǔ lì zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7687,刀具直销网,,Tool Direct,dāo jù zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7688,军刀直销网,,Direct saber,jūn dāo zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7689,直刀匕首直销网,,Direct dagger straight knife,zhí dāo bǐ shǒu zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7690,军刀匕首直销网,,Direct saber dagger,jūn dāo bǐ shǒu zhí xiāo wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7691,折刀砍刀军品网,,Machete knife military network,zhé dāo kǎn dāo jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7692,野营刀具军品网,,Camping Tool military network,yě yíng dāo jù jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7693,阳江刀具军品网,,Yangjiang Tool military network,yáng jiāng dāo jù jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7694,冷钢刀具军品网,,Cold Steel knives military network,lěng gāng dāo jù jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
7695,防卫刀具军品网,,Defense military network tool,fáng wèi dāo jù jūn pǐn wǎng,,YY,YY High,Illicit goods and services / Trafficking of illicit goods and services,66,Social
